id,title,vote_average,release_date,runtime,original_language,overview,poster_path,genres
269,Breathless,7.582,1960-03-16,90,fr,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",/9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg,"Drama, Crime"
891,All the President's Men,7.664,1976-04-09,138,en,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",/cPtSHR7D2WGsDBfnC5DxV927hKn.jpg,"Drama, History, Mystery, Thriller"
11186,Child's Play 2,6.237,1990-11-09,84,en,"When Andy’s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, andChucky, determined to claim Andy's soul, is not far behind.",/kdnermMCBOnVxjDKA0FV1HZueqg.jpg,"Horror, Thriller"
6615,Lars and the Real Girl,7.1,2007-10-12,106,en,"Extremely shy Lars finds it impossible to make friends or socialize. His brother and sister-in-law worry about him, so when he announces that he has a girlfriend he met on the Internet, they are overjoyed. But Lars' new lady is a life-size plastic woman. On the advice of a doctor, his family and the rest of the community go along with his delusion.",/nkAt4a7KIPc7Fi1BhxNHhYYbe2b.jpg,"Comedy, Drama, Romance"
2112,Payback,6.832,1999-02-05,100,en,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",/gl295sH8213lY8aQ8hS2tTbuzYD.jpg,"Crime, Action, Drama"
265208,Wild Card,5.635,2015-01-14,92,en,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",/zN80Tlly8oMpKbVJv2TfRIj8dHG.jpg,"Thriller, Crime, Action"
10234,Funny Games,7.338,1997-09-11,109,de,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",/3s0kqDfTeaUsFUFyzYTD9nKW7Qa.jpg,"Drama, Horror, Thriller"
140420,Paperman,7.999,2012-11-02,7,en,An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,/6MXYNvGmI63W8fI3HKlcZzEy1U5.jpg,"Animation, Family, Romance"
26123,American Pie Presents: The Book of Love,5.268,2009-12-22,93,en,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.",/hwP0GEP0zy8ar965Xaht19SmMd3.jpg,Comedy
9955,Blades of Glory,6.105,2007-03-30,93,en,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team.",/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg,Comedy
213681,Masterminds,5.736,2016-09-29,94,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,/4CXgye1p8Vr7taDG389QhhHDUZ4.jpg,"Action, Comedy, Crime"
16,Dancer in the Dark,7.869,2000-06-30,141,en,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",/8Wdd3fQfbbQeoSfWpHrDfaFNhBU.jpg,"Drama, Crime"
585245,Clifford the Big Red Dog,7.202,2021-11-10,97,en,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",/oifhfVhUcuDjE61V5bS5dfShQrm.jpg,"Family, Adventure, Comedy, Fantasy"
242828,When Marnie Was There,8.0,2014-07-19,103,ja,"Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",/at7lShVfMdohEzC1VZYTZXY0hzP.jpg,"Animation, Drama, Family"
32823,Get Him to the Greek,5.962,2010-06-03,109,en,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",/6g0li87w8LIK77QRUtOkQkM6bD7.jpg,"Adventure, Comedy, Music"
19265,Whatever Works,7.107,2009-06-19,92,en,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",/7yMpnI8cxlcFdFGcjlNY134NMlH.jpg,"Comedy, Romance"
10982,Hoodwinked!,6.214,2005-12-16,82,en,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",/tjuMvHg7NJmE9hqKD3p86kW2Jvk.jpg,"Animation, Comedy, Family, Crime"
326,Snakes on a Plane,5.415,2006-08-17,105,en,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",/9wqWQ5rXQG6daMpowqwadGjI768.jpg,"Action, Crime, Thriller, Adventure"
13600,City of Ember,6.301,2008-10-07,90,en,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.",/eCdLMQMVk0SZlsfnDu43AOhbCJL.jpg,"Adventure, Family, Fantasy"
34647,Enter the Void,7.35,2009-06-17,161,en,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar, a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda. When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",/krKnsfvSJM1PL40tLicRhVQ6kuG.jpg,"Fantasy, Drama"
129670,Nebraska,7.428,2013-09-21,115,en,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",/o1t2Mw18EEBnl8v4Nby3PFjxnM1.jpg,"Drama, Adventure"
996,Double Indemnity,8.132,1944-06-14,107,en,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",/kkfKLeOTo7RjS9TxHKpknlL7huS.jpg,"Crime, Thriller"
19458,Princess Protection Program,6.639,2010-02-13,89,en,"When her nation is invaded, a young princess is taken into the Princess Protection Program. She is relocated to Louisiana, where she stays with a covert agent and his tomboyish daughter, and must learn how to behave like an ordinary teenager.",/aKs0ufPp0agLptnhEutDOlfwfdH.jpg,"Family, TV Movie, Comedy"
6171,Dreamcatcher,5.573,2003-03-21,136,en,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",/3RtOffRhVHyST1d5BDVu5dnFI04.jpg,"Drama, Horror, Science Fiction, Thriller"
226857,Endless Love,6.893,2014-02-12,103,en,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,/z7FZP6uivgVc4t0mnmia0B8YygW.jpg,"Drama, Romance"
2289,Cold Mountain,6.917,2003-12-24,154,en,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",/32MsALfK6shuSopCrFjSNoxDc5p.jpg,"Drama, War, History, Adventure, Romance"
10781,The Texas Chainsaw Massacre: The Beginning,6.122,2006-10-05,91,en,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",/2S0XKVZGZUnsF4DjLOyZ0C63bWO.jpg,"Horror, Thriller"
559907,The Green Knight,6.57,2021-07-29,130,en,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,"Adventure, Drama, Fantasy"
10898,The Little Mermaid II: Return to the Sea,6.417,2000-01-23,75,en,"Set several years after the first film, Ariel and Prince Eric are happily married with a daughter, Melody. In order to protect Melody from the Sea Witch, Morgana, they have not told her about her mermaid heritage. Melody is curious and ventures into the sea, where she meets new friends. But will she become a pawn in Morgana's quest to take control of the ocean from King Triton?",/tzrrZlY7pVTRV9GXd7Q1BkynnUx.jpg,"Animation, Adventure, Family, Comedy"
11362,The Count of Monte Cristo,7.64,2002-01-23,131,en,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",/ifMgDAUXVQLY4DeOu3VTTi55jSP.jpg,"Adventure, Drama, History"
71688,The Iron Lady,6.4,2011-12-26,105,en,"A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.",/fx7wpKXOht7WOkeOslvErbrf69Q.jpg,"History, Drama"
77953,The Campaign,5.828,2012-08-09,85,en,Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.,/jMWjJ13sFTT07DwjNlqh8VY4sK6.jpg,Comedy
1850,Man on the Moon,7.267,1999-12-22,118,en,"The story of the life and career of eccentric avant-garde comedian, Andy Kaufman.",/msOZS07xRIFnapwp3fprGbKEAfT.jpg,"Comedy, Drama"
302156,Criminal,6.174,2016-04-07,113,en,"CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III.",/lm0NlIsgGDqdx7CGFCDDJo1ptgh.jpg,"Action, Crime, Science Fiction"
